Pos,Club,Pld,W,D,L,GF,GA,GD,pts,HW%,HD%,HL%,AW%,AD%,AL%,Corners,HCorners,ACorners,Shots,HShots,AShots,ShotsTarget,HShotsTarget,AShotsTarget,ShotsTarget%,HShotsTarget%,AShotsTarget%,pts vs Champions,W vs Champions,D vs Champions,L vs Champions,HW% vs Champions,HD% vs Champions,HL% vs Champions,AW% vs Champions,AD% vs Champions,AL% vs Champions,pts vs 2-4 CL Qualified,W vs 2-4 CL Qualified,D vs 2-4 CL Qualified,L vs 2-4 CL Qualified,HW% vs 2-4 CL Qualified,HD% vs 2-4 CL Qualified,HL% vs 2-4 CL Qualified,AW% vs 2-4 CL Qualified,AD% vs 2-4 CL Qualified,AL% vs 2-4 CL Qualified,pts vs 5-7 UEFA League Qualified,W vs 5-7 UEFA League Qualified,D vs 5-7 UEFA League Qualified,L vs 5-7 UEFA League Qualified,HW% vs 5-7 UEFA League Qualified,HD% vs 5-7 UEFA League Qualified,HL% vs 5-7 UEFA League Qualified,AW% vs 5-7 UEFA League Qualified,AD% vs 5-7 UEFA League Qualified,AL% vs 5-7 UEFA League Qualified,pts vs 8-13or15 Upper Mid-Table,W vs 8-13or15 Upper Mid-Table,D vs 8-13or15 Upper Mid-Table,L vs 8-13or15 Upper Mid-Table,HW% vs 8-13or15 Upper Mid-Table,HD% vs 8-13or15 Upper Mid-Table,HL% vs 8-13or15 Upper Mid-Table,AW% vs 8-13or15 Upper Mid-Table,AD% vs 8-13or15 Upper Mid-Table,AL% vs 8-13or15 Upper Mid-Table,pts vs 14or16-17or19 Low Mid-Table,W vs 14or16-17or19 Low Mid-Table,D vs 14or16-17or19 Low Mid-Table,L vs 14or16-17or19 Low Mid-Table,HW% vs 14or16-17or19 Low Mid-Table,HD% vs 14or16-17or19 Low Mid-Table,HL% vs 14or16-17or19 Low Mid-Table,AW% vs 14or16-17or19 Low Mid-Table,AD% vs 14or16-17or19 Low Mid-Table,AL% vs 14or16-17or19 Low Mid-Table,pts vs Relegated,W vs Relegated,D vs Relegated,L vs Relegated,HW% vs Relegated,HD% vs Relegated,HL% vs Relegated,AW% vs Relegated,AD% vs Relegated,AL% vs Relegated
11,West Ham,38,12,9,17,47,64,-17,45,0.368421,0.210526,0.421053,0.263158,0.263158,0.473684,172,90,82,496,270,226,138,66,72,0.278226,0.244444,0.318584,0,0,0,2,0,0,1,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,9,2,3,5,0.166667,0.333333,0.333333,0.166667,0.166667,0.5,19,6,1,1,0.75,0,0.25,0.75,0.25,0,11,3,2,1,0.666667,0.333333,0,0.333333,0.333333,0.333333
12,Leicester,38,12,8,18,48,63,-15,44,0.526316,0.210526,0.263158,0.105263,0.210526,0.684211,197,110,87,432,240,192,145,83,62,0.335648,0.345833,0.322917,0,0,0,2,0,0,1,0,0,1,7,2,1,3,0.666667,0,0.333333,0,0.333333,0.666667,1,0,1,5,0,0.333333,0.666667,0,0,1,15,4,3,3,0.333333,0.333333,0.166667,0.333333,0.166667,0.333333,13,4,1,3,1,0,0,0,0.25,0.75,8,2,2,2,0.666667,0.333333,0,0,0.333333,0.666667
13,Stoke,38,11,11,16,41,56,-15,44,0.368421,0.315789,0.315789,0.210526,0.263158,0.526316,188,103,85,426,229,197,137,79,58,0.321596,0.344978,0.294416,0,0,0,2,0,0,1,0,0,1,1,0,1,5,0,0,1,0,0.333333,0.666667,3,0,3,3,0,0.666667,0.333333,0,0.333333,0.666667,9,1,6,3,0,0.666667,0.166667,0.166667,0.333333,0.333333,15,5,0,3,1,0,0,0.25,0,0.75,16,5,1,0,1,0,0,0.666667,0.333333,0
14,Crystal Palace,38,12,5,21,50,63,-13,41,0.315789,0.105263,0.578947,0.315789,0.157895,0.526316,202,102,100,438,224,214,138,74,64,0.315068,0.330357,0.299065,3,1,0,1,0,0,1,1,0,0,3,1,0,5,0,0,1,0.333333,0,0.666667,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,14,4,2,6,0.333333,0.333333,0.333333,0.333333,0,0.666667,4,1,1,4,0.25,0,0.5,0,0.25,0.5,13,4,1,1,0.666667,0,0.333333,0.666667,0.333333,0
15,Swansea,38,12,5,21,45,70,-25,41,0.421053,0.157895,0.421053,0.210526,0.105263,0.684211,196,119,77,390,223,167,146,83,63,0.374359,0.372197,0.377246,1,0,1,1,0,1,0,0,0,1,3,1,0,5,0,0,1,0.333333,0,0.666667,5,1,2,3,0.333333,0,0.666667,0,0.666667,0.333333,12,4,0,8,0.666667,0,0.333333,0,0,1,13,4,1,1,0.5,0.25,0,0.5,0,0.25,7,2,1,3,0.333333,0.333333,0.333333,0.333333,0,0.666667
16,Burnley,38,11,7,20,39,55,-16,40,0.526316,0.157895,0.315789,0.0526316,0.210526,0.736842,149,79,70,390,210,180,120,64,56,0.307692,0.304762,0.311111,1,0,1,1,0,1,0,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,4,1,1,4,0.333333,0,0.666667,0,0.333333,0.666667,13,4,1,7,0.666667,0.166667,0.166667,0,0,1,9,3,0,3,0.5,0,0.25,0.25,0,0.5,10,2,4,0,0.666667,0.333333,0,0,1,0
17,Watford,38,11,7,20,40,68,-28,40,0.421053,0.210526,0.368421,0.157895,0.157895,0.684211,164,82,82,419,231,188,144,77,67,0.343675,0.333333,0.356383,0,0,0,2,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,9,3,0,3,0.666667,0,0.333333,0.333333,0,0.666667,13,3,4,5,0.333333,0.333333,0.333333,0.166667,0.333333,0.5,8,2,2,2,0.5,0.25,0,0,0.25,0.5,10,3,1,2,0.666667,0.333333,0,0.333333,0,0.666667
18,Hull,38,9,7,22,37,80,-43,34,0.421053,0.210526,0.368421,0.0526316,0.157895,0.789474,179,73,106,396,208,188,127,69,58,0.320707,0.331731,0.308511,0,0,0,2,0,0,1,0,0,1,3,1,0,5,0.333333,0,0.666667,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,14,4,2,6,0.666667,0.166667,0.166667,0,0.166667,0.833333,12,3,3,2,0.5,0.5,0,0.25,0.25,0.5,3,1,0,3,0.333333,0,0.333333,0,0,0.666667
19,Middlesbrough,38,5,13,20,27,53,-26,28,0.210526,0.315789,0.473684,0.0526316,0.368421,0.578947,141,93,48,349,205,144,100,59,41,0.286533,0.287805,0.284722,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,2,0,2,4,0,0.333333,0.666667,0,0.333333,0.666667,9,1,6,5,0.166667,0.5,0.333333,0,0.5,0.5,6,1,3,4,0.25,0.25,0.5,0,0.5,0.5,9,3,0,1,0.666667,0,0,0.333333,0,0.333333
20,Sunderland,38,6,6,26,29,69,-40,24,0.157895,0.263158,0.578947,0.157895,0.0526316,0.789474,160,86,74,387,214,173,121,66,55,0.312661,0.308411,0.317919,0,0,0,2,0,0,1,0,0,1,2,0,2,4,0,0.666667,0.333333,0,0,1,0,0,0,6,0,0,1,0,0,1,9,2,3,7,0.166667,0.333333,0.5,0.166667,0.166667,0.666667,7,2,1,5,0.25,0.25,0.5,0.25,0,0.75,6,2,0,2,0.333333,0,0.333333,0.333333,0,0.333333
